t0,neffs,reliability,out_risk,runtime
0, 677.8773759652229, 0.926200527192606, 0.0016351014574804037, 0.6872367858886719
1, 744.3123719393193, 0.972805645496216, 0.0020766642366157407, 0.6518604755401611
2, 746.2092236507926, 0.9725548699002687, 0.002091467214325105, 0.6508445739746094
3, 745.507022892018, 0.9725184613023106, 0.0020313517288591586, 0.6496284008026123
4, 745.388448650508, 0.9730376921256455, 0.00200651484470957, 0.7069766521453857
5, 745.567310535292, 0.9728455207753284, 0.0019980087937409973, 0.6659414768218994
6, 746.6615595195691, 0.9724688780939907, 0.0020208361804756373, 0.6505303382873535
7, 740.4815621531798, 0.9725799257379054, 0.0018544481598716813, 0.6477086544036865
8, 742.4753954263048, 0.9731229335156613, 0.0018608763175329696, 0.64925217628479
9, 742.7560024103909, 0.9733034171202948, 0.0018639375033820361, 0.670494556427002
10, 733.3593830994503, 0.9677942279738386, 0.0017207110385224294, 0.6494753360748291
11, 732.6910887079578, 0.9674599098951742, 0.001701101491517074, 0.6487250328063965
12, 732.4174690856739, 0.9673780216690265, 0.0016787592481669273, 0.6525845527648926
13, 731.6376650765496, 0.9671881080273567, 0.0016860031180176017, 0.6632003784179688
14, 728.7944715069839, 0.9667314148367245, 0.0016220622223655896, 0.6920425891876221
15, 729.0951782130774, 0.9666907034700535, 0.0016099081740511092, 0.652116060256958
16, 728.6804227765156, 0.9663467826180469, 0.0015906232268029065, 0.6531407833099365
17, 728.6812712159226, 0.9661554071733536, 0.0015928869195900143, 0.6505181789398193
18, 727.9446416435115, 0.9652652966168304, 0.0015859230547429954, 0.6506316661834717
19, 727.1418847086695, 0.9650305198933559, 0.001569214239283297, 0.6991822719573975
20, 724.9071645675747, 0.9649172145931552, 0.00153196340404636, 0.6928460597991943
21, 724.0443268021936, 0.9648516891960027, 0.00152098501127133, 0.6518712043762207
22, 723.6399211615533, 0.9649409403860523, 0.0014945668327191227, 0.6487863063812256
23, 723.7533196860837, 0.9650281444060436, 0.0014931209990323637, 0.6810898780822754
24, 724.9588465252693, 0.9648253918417514, 0.0015000314188539565, 0.6889548301696777
25, 724.9725484233126, 0.9648932958559555, 0.0014950137985239211, 0.6523504257202148
26, 724.6249958631682, 0.9649234841373797, 0.0014824387580500023, 0.6512649059295654
27, 722.0150939435696, 0.9643614913727249, 0.001454229318184615, 0.656212329864502
28, 722.6361228116925, 0.9635931312741339, 0.0014458332167103806, 0.6534628868103027
29, 722.3965806063563, 0.9638942799912436, 0.0014504854612588792, 0.697131872177124
